age_resp,asset_value,bank,base_age,busia,child,child_age,child_female,connected,connected_r,connected_rate,educ,electric_lighting,emi,energy_spending,energyspending,female,fraction_employed_all,gridelec_spending,hhid,hours_worked,housing,iron,kerosene_spending,knowledge_index,life_index,market,metered,mobilephone,moved,nemi,number_appliances,percapcons,population,r_crime_index,radio,reppid,round2,sibs,siteno,solar_shs,st_score_kcpe,st_studenttest,survey,symptoms_index,television,tot_hh_month_earn,transearly,treat_full,treat_low,treat_med,treated_all
39,625.74573,0,22,1,0,,,0,,4.7169809,0,0,.09998019,0,8.5285425,0,50,0,17,80,-.57668519,0,0,,.060736455,0,,1,1,.58184707,3,84.098152,796,.58609635,1,2202.17,1,6,2202,0,,,06nov2017,.28350979,0,7.1048851,0,0,1,0,1
45,885.01288,1,62,1,0,,,0,,4.7169809,0,1,-.37266156,0,1.4620358,1,50,0,18,62,-.57668519,0,0,,-1.0108516,0,,1,0,-.2259448,1,75.785439,796,.58609635,0,2202.18,1,5,2202,0,,,06nov2017,-.17825466,0,9.7438421,0,0,1,0,1
43,259.96017,0,40,1,0,,,0,,4.7169809,0,0,-.89061028,6.4958949,3.8987622,0,66.666672,0,19,24,-.57668519,0,6.4958949,,-1.3680476,0,,1,0,.07240741,1,103.4787,796,.58609635,0,2202.19,1,3,2202,0,,,07nov2017,.74527425,0,.41050446,0,0,1,0,1
22,510.31781,0,76,1,0,,,0,,4.7169809,0,0,-1.1021051,0,6.5791607,0,33.333336,0,21,38,-.57668519,0,0,,-.29645956,0,,0,1,-1.3814516,1,71.617241,796,-2.3216813,1,2202.21,1,1,2202,1,,,06nov2017,-.17825466,0,1.3736111,0,0,1,0,1
26,208.48289,0,23,1,0,,,0,,4.7169809,0,0,.55766439,0,9.2595596,1,50,0,22,80,-.57668519,0,0,,1.4895205,0,,1,0,.80034012,1,91.866165,796,-.42794371,0,2202.22,1,6,2202,1,,,06nov2017,.28350979,0,7.1048851,0,0,1,0,1
54,554.17249,0,61,1,0,,,0,,4.7169809,0,0,-1.2081131,.81198686,.48734528,1,0,0,23,35,-.57668519,0,.81198686,,1.1323246,0,,0,0,.22923221,0,202.72604,796,-.69306165,0,2202.23,1,0,2202,0,,,06nov2017,-.17825466,0,0,0,0,1,0,1
65,924.87476,1,40,1,0,,,0,,4.7169809,0,0,-.62680382,2.4359605,3.4114168,0,0,0,24,45,-.57668519,0,2.4359605,,.77512848,0,,1,0,1.1407379,1,240.42931,796,-.31814155,0,2202.24,1,3,2202,0,,,07nov2017,1.2070386,0,0,0,0,1,0,1
49,1326.9253,1,46,1,0,,,1,,4.7169809,0,1,1.4684249,5.683908,5.8481431,1,100,5.683908,25,80,-.57668519,0,0,,1.8467165,0,15oct2014,1,0,2.0092549,5,231.58766,796,.58609635,1,2202.25,1,1,2202,0,,,06nov2017,1.2070386,1,51.152012,0,0,1,0,1
29,251.94157,0,75,1,0,,,0,,4.7169809,0,0,-.30861661,.40599343,1.4620358,1,50,0,29,80,-.57668519,0,.40599343,,.060736455,0,,1,0,.58184707,1,31.995665,796,.58609635,0,2202.29,1,4,2202,0,,,07nov2017,.28350979,0,.11841475,0,0,1,0,1
116,579.41614,0,,1,0,,,0,,4.7169809,0,0,-1.1698275,.81198686,8.7722139,1,0,0,30,42,-.57668519,0,.81198686,,-1.0108516,0,,0,0,.26058334,0,12.409865,796,.58609635,0,2202.30,1,0,2202,0,,,06nov2017,.74527425,0,0,0,0,1,0,1
55,966.51855,0,53,1,0,,,0,,4.7169809,0,0,-.21313439,4.0599346,5.3607984,1,33.333336,0,31,63,-.57668519,0,4.0599346,,.060736455,0,,1,1,1.0683751,1,108.11266,796,.58609635,0,2202.31,1,5,2202,0,,,06nov2017,1.2070386,0,7.6969585,0,0,1,0,1
82,976.48395,0,79,1,0,,,0,,4.0540543,0,0,-.81071937,2.4359605,1.2183632,1,0,0,11,21,-.57668519,0,0,,-1.0108516,0,,1,0,-1.8008661,1,410.94653,502,.58609635,0,2203.11,1,0,2203,0,,,27nov2017,.74527425,0,3.315613,1,0,0,1,1
65,204.22617,0,46,1,0,,,0,,4.0540543,0,0,-1.3182205,3.6539409,17.057083,1,0,0,12,45,-.57668519,0,1.2179803,,-1.0108516,0,,1,0,-1.8909152,2,44.271328,502,.58609635,1,2203.12,1,0,2203,0,,,27nov2017,-2.9488413,0,.47365901,1,0,0,1,1
66,3588.9878,1,63,1,0,,,0,,4.0540543,0,0,.93766999,24.765598,69.349228,0,33.333336,0,13,57,1.6232474,0,5.683908,,.060736455,0,,1,0,.60523266,4,317.36734,502,.58609635,1,2203.13,1,3,2203,1,,,27nov2017,.28350979,1,7.2627716,1,0,0,1,1
42,1632.8191,0,39,1,0,,,0,,4.0540543,0,0,.73797244,14.20977,5.5557361,1,100,0,14,80,-.57668519,0,0,,.060736455,0,,1,0,.86298931,2,120.92514,502,.58609635,1,2203.14,1,3,2203,1,,,27nov2017,1.2070386,0,.47365901,1,0,0,1,1
41,1094.7826,0,39,1,0,,,0,,4.0540543,0,0,-.32400116,14.615764,2.9240716,1,25,0,18,56,-.57668519,0,.40599343,,-.29645956,0,,1,0,-.48024356,2,67.13327,502,-.42794371,1,2203.18,1,5,2203,0,,,27nov2017,.28350979,0,3.3682415,1,0,0,1,1
29,1077.4916,0,26,1,0,,,0,,4.0540543,0,0,-.53113252,5.8192391,1.9493811,1,0,0,20,66,-.57668519,0,2.0299673,,1.4895205,0,,1,0,.33348295,2,128.31422,502,-.92426896,1,2203.20,1,3,2203,0,,,27nov2017,.28350979,0,0,1,0,0,1,1
46,1109.797,1,42,1,0,,,0,,4.0540543,0,0,.22504805,3.6539409,7.7975235,1,50,0,21,57,-.57668519,0,2.0299673,,.77512848,0,,1,0,.99607712,1,209.8783,502,.58609635,0,2203.21,1,2,2203,0,,,02dec2017,.74527425,0,13.499282,1,0,0,1,1
56,844.72198,1,53,1,0,,,1,,4.0540543,0,1,-.11536864,4.4659281,7.7975245,0,0,0,22,80,-.57668519,0,2.0299673,,-1.3680476,0,,1,0,-.37624258,3,157.82318,502,.58609635,1,2203.22,1,3,2203,0,,,27nov2017,.28350979,0,7.5785441,1,0,0,1,1
50,3103.2866,1,52,1,0,,,0,,4.0540543,0,0,1.3338649,16.645731,5.8481431,1,100,0,23,80,-.57668519,0,2.0299673,,.060736455,0,,1,0,.78445649,1,342.86594,502,.58609635,0,2203.23,1,2,2203,0,,,27nov2017,1.2070386,0,11.052043,1,0,0,1,1
64,2801.8147,1,67,1,0,,,0,,4.0540543,0,0,-.3894963,21.517651,9.7469053,1,0,0,24,72,1.7684222,0,3.6539409,,.060736455,0,,1,0,.30136004,1,143.28185,502,.58609635,0,2203.24,1,3,2203,1,,,27nov2017,.28350979,0,.47365901,1,0,0,1,1
20,2022.5614,1,67,1,0,,,1,,4.0540543,0,0,-.20293106,8.9318562,3.4114168,0,0,0,25,80,-.57668519,0,2.4359605,,.060736455,0,30sep2014,1,0,.61972523,3,88.858429,502,.58609635,1,2203.25,1,1,2203,0,,,27nov2017,.74527425,0,3.0314176,1,0,0,1,1
57,1250.7324,0,46,1,0,,,0,,4.0540543,0,0,.53772002,2.0299673,7.7975245,0,100,0,26,42,-.57668519,0,2.0299673,,.060736455,0,,1,0,-.30504844,2,380.0166,502,-1.1693112,1,2203.26,1,1,2203,0,,,27nov2017,.74527425,0,5.683908,1,0,0,1,1
46,1238.358,1,43,1,0,,,0,,4.0540543,0,0,-.82805508,2.0299673,6.8228335,1,0,0,27,80,-.57668519,0,2.0299673,,-1.0108516,0,,1,1,-1.557602,1,33.67905,502,.58609635,0,2203.27,1,2,2203,0,,,30nov2017,1.2070386,0,.56839079,1,0,0,1,1
49,4903.0771,1,50,1,0,,,0,,4.0540543,0,0,.66297626,27.607555,7.3101792,1,20,0,28,70,1.7684222,1,1.2179803,,.060736455,0,,1,0,-.023251601,4,155.84241,502,-.42794371,1,2203.28,1,6,2203,1,,,30nov2017,-.17825466,1,8.0952635,1,0,0,1,1
18,1765.439,0,45,1,0,,,0,,6.4935064,0,0,-.80654895,4.0599346,10.234251,0,0,0,11,49,-.57668519,0,4.0599346,,-1.0108516,1,,1,1,-1.0849862,2,37.730324,952,-1.3321816,1,2204.11,1,5,2204,0,,,21nov2017,.28350979,0,0,0,0,0,0,0
22,2944.7959,1,56,1,0,,,0,,6.4935064,0,0,.9859699,5.8869047,29.386919,0,0,0,12,80,1.7684222,1,4.0599346,,1.4895205,1,,1,0,.80457598,4,191.32664,952,-1.1693112,1,2204.12,1,3,2204,1,,,21nov2017,1.2070386,1,62.365105,0,0,0,0,0
44,2389.5679,1,38,1,0,,,0,,6.4935064,1,0,2.1069832,31.532154,29.240715,0,50,0,13,80,1.7684222,0,12.179802,,.060736455,1,,1,0,1.4025724,2,562.49847,952,-.31814155,1,2204.13,1,3,2204,1,,,21nov2017,.74527425,0,104.20498,0,0,0,0,0
46,1634.799,1,43,1,0,,,0,,6.4935064,1,0,-.043524437,1.6239737,25.341955,1,0,0,14,80,1.7684222,0,0,,-.29645956,1,,1,1,-1.136579,2,89.96814,952,-.31814155,1,2204.14,1,3,2204,1,,,30nov2017,-.17825466,0,36.268745,0,0,0,0,0
21,3819.5137,0,58,1,0,,,1,,6.4935064,0,1,.18086962,16.104406,13.645667,0,25,4.7365899,18,29,-.57668519,1,0,,.060736455,1,,1,0,-.89365399,4,223.89183,952,-1.1693112,1,2204.18,1,3,2204,0,,,21nov2017,-.64001912,1,0,0,0,0,0,0
39,1337.9799,1,36,1,0,,,0,,6.4935064,1,0,.31667146,9.608511,25.341955,1,50,0,21,56,-.57668519,0,0,,-.65365559,1,,1,0,-.60933882,4,352.93912,952,-.31814155,1,2204.21,1,4,2204,1,,,21nov2017,-.17825466,1,12.630907,0,0,0,0,0
55,336.18613,0,52,1,0,,,0,,6.4935064,0,0,.27632189,1.6239737,.97469056,0,100,0,22,53,-.57668519,0,1.6239737,,.060736455,1,,0,0,.97664583,2,204.46281,952,.58609635,1,2204.22,1,2,2204,0,,,21nov2017,1.2070386,1,17.051723,0,0,0,0,0
38,1910.4991,1,26,1,0,,,0,,6.4935064,0,0,-1.2258706,2.0299673,9.7469053,1,0,0,23,28,-.57668519,0,2.0299673,,-.65365559,1,,1,1,-.41105181,2,27.819572,952,-.31814155,1,2204.23,1,4,2204,0,,,21nov2017,.28350979,0,0,0,0,0,0,0
52,310.94244,0,49,1,0,,,0,,6.4935064,0,0,-1.7516688,8.5258617,3.4114168,0,0,0,24,0,-.57668519,0,2.4359605,,1.1323246,1,,1,0,1.5411736,2,94.055145,952,.58609635,1,2204.24,1,4,2204,0,,,21nov2017,1.2070386,0,.67665571,0,0,0,0,0
45,2472.9541,1,42,1,0,,,0,,6.4935064,0,0,.557284,3.6539409,20.4685,1,33.333336,0,25,80,-.57668519,1,1.2179803,,.060736455,1,,1,1,.25701642,4,138.48436,952,-.31814155,1,2204.25,1,4,2204,1,,,21nov2017,.74527425,1,4.3305964,0,0,0,0,0
48,304.01282,0,43,1,0,,,0,,6.4935064,0,0,-.48943761,.81198686,3.4114168,1,100,0,27,28,-.57668519,0,.81198686,,-.29645956,1,,1,0,-.42785043,1,60.817814,952,.58609635,0,2204.27,1,1,2204,0,,,21nov2017,-1.1017835,0,2.841954,0,0,0,0,0
44,1660.4717,1,41,1,0,,,0,,6.4935064,0,0,.18583265,.81198686,8.7722149,0,25,0,28,80,-.57668519,0,0,,-.65365559,1,,1,1,.35702991,5,151.61824,952,.58609635,1,2204.28,1,4,2204,1,,,21nov2017,.74527425,1,1.1841475,0,0,0,0,0
20,1479.2122,0,73,1,0,,,0,,6.4935064,0,0,.22815993,20.299671,7.3101792,0,50,0,29,78,-.57668519,0,4.0599346,,1.8467165,1,,1,0,.5062238,3,177.70334,952,-1.1693112,1,2204.29,1,3,2204,0,,,21nov2017,.28350979,0,26.7279,0,0,0,0,0
18,2174.6831,0,35,1,0,,,0,,6.4935064,0,0,1.2208501,21.179325,13.645667,0,100,0,32,80,1.6232474,0,2.0299673,,1.8467165,1,,1,0,1.9175255,4,298.59464,952,.58609635,1,2204.32,1,2,2204,1,,,21nov2017,1.2070386,1,1.9893678,0,0,0,0,0
58,530.74377,1,55,1,0,,,0,,6.4935064,0,0,-.63946289,.81198686,5.3607984,0,66.666672,0,41,24,-.57668519,0,.81198686,,1.1323246,1,,1,0,1.5411736,1,141.90823,952,.58609635,0,2204.41,1,0,2204,0,,,21nov2017,1.2070386,0,1.2630906,0,0,0,0,0
45,86.224419,0,42,1,0,,,0,,5.2631578,0,0,-1.0082572,2.0299673,.97469056,0,50,0,11,24,-.57668519,0,2.0299673,,1.8467165,0,,0,0,.94446927,0,118.22529,404,.58609635,0,2205.11,1,2,2205,0,,,03nov2017,-.64001912,0,10.657328,1,0,0,0,0
93,55.734035,0,91,1,0,,,0,,5.2631578,0,0,-1.2388662,.81198686,1.9493811,1,0,0,12,38,-.57668519,0,.81198686,,-.65365559,0,,0,0,-1.3076987,0,97.510597,404,-.26507324,0,2205.12,1,2,2205,0,,,03nov2017,-1.563548,0,0,1,0,0,0,0
33,610.33551,0,30,1,0,,,0,,5.2631578,0,0,-.45062235,2.4359605,2.4367263,1,0,0,14,80,-.57668519,1,2.4359605,,-.65365559,0,,1,0,-1.2634177,3,91.58197,404,-.69306165,1,2205.14,1,6,2205,1,,,03nov2017,.74527425,0,10.657328,1,0,0,0,0
28,526.75098,0,30,1,0,,,0,,5.2631578,0,0,-.0046479106,0,0,1,50,0,15,44,-.57668519,0,0,,.41793248,0,,1,0,1.1648217,4,137.74004,404,.58609635,1,2205.15,1,5,2205,1,,,03nov2017,1.2070386,1,0,1,0,0,0,0
65,2306.5112,0,59,1,0,,,0,,5.2631578,0,0,1.058176,2.0299673,2.4367263,0,50,0,16,56,-.57668519,0,2.0299673,,-.29645956,0,,1,0,.18517914,1,235.69272,404,.58609635,0,2205.16,1,1,2205,0,,,03nov2017,.28350979,0,11.999361,1,0,0,0,0
31,885.30988,0,28,1,0,,,0,,5.2631578,0,0,-.25041944,21.11166,2.4367263,1,50,0,17,26,-.57668519,0,1.2179803,,.060736455,0,,1,0,-.47277585,2,185.80064,404,-.31814155,1,2205.17,1,4,2205,1,,,03nov2017,-.64001912,0,38.682152,1,0,0,0,0
29,1177.2783,0,24,1,0,,,0,,5.2631578,0,0,1.8142989,0,25.8293,0,50,0,18,80,-.57668519,1,0,,1.8467165,0,,1,0,1.1218437,4,226.50374,404,-.92426896,0,2205.18,1,4,2205,1,,,03nov2017,1.2070386,1,12.630907,1,0,0,0,0
20,746.51929,1,39,1,0,,,0,,5.2631578,0,0,.65996259,7.916872,3.4114168,1,66.666672,0,19,80,-.57668519,0,1.0149837,,1.4895205,0,,1,0,.30915591,2,130.47726,404,.58609635,1,2205.19,1,6,2205,0,,,03nov2017,-.17825466,0,7.3154001,1,0,0,0,0
39,847.03186,0,36,1,0,,,0,,5.2631578,0,0,-.20602562,4.8719211,5.8481431,1,33.333336,0,20,59,-.57668519,0,4.8719211,,-.65365559,0,,1,0,-.45937636,1,144.89229,404,-.69306165,0,2205.20,1,5,2205,1,,,03nov2017,.28350979,0,13.025622,1,0,0,0,0
58,167.1031,0,55,1,0,,,0,,5.2631578,0,0,-.40142018,4.0599346,.97469056,1,50,0,21,37,-.57668519,0,4.0599346,,-1.0108516,0,,0,0,-.31767416,2,264.44382,404,.58609635,1,2205.21,1,2,2205,0,,,03nov2017,-.17825466,1,21.314655,1,0,0,0,0
40,1457.7964,0,37,1,0,,,0,,5.2631578,0,0,.38779482,0,5.3607984,1,40,0,22,79,-.66418463,1,0,,.060736455,0,,1,0,.36518684,6,39.53474,404,.58609635,1,2205.22,1,4,2205,1,,,03nov2017,.74527425,1,39.997871,1,0,0,0,0
47,1843.7107,0,44,1,0,,,1,,5.2631578,0,1,.13325623,4.4208174,2.9240716,1,0,4.4208174,24,80,-.57668519,0,0,,.060736455,0,,1,0,.24685363,4,191.99294,404,.58609635,1,2205.24,1,1,2205,0,,,03nov2017,-.17825466,1,1.1841475,1,0,0,0,0
38,158.19359,0,22,1,0,,,0,,5.2631578,0,0,.50324833,19.081692,5.3607984,0,100,0,25,37,-.57668519,0,0,,.060736455,0,,1,0,.4901177,1,296.88947,404,.58609635,0,2205.25,1,3,2205,0,,,03nov2017,.28350979,0,1.420977,1,0,0,0,0
40,258.77222,0,37,1,0,,,0,,5.2631578,0,0,-.72184968,4.0599346,6.3354888,1,0,0,26,76,-.57668519,0,4.0599346,,-.65365559,0,,0,0,.60029393,2,40.355747,404,.58609635,1,2205.26,1,5,2205,0,,,03nov2017,1.2070386,1,3.0787835,1,0,0,0,0
56,1008.5582,0,,1,0,,,0,,5.2631578,0,0,-.41424209,0,3.8987622,1,100,0,28,33,-.57668519,0,0,,.41793248,0,,0,0,-.91141021,0,11.652011,404,-2.4314833,0,2205.28,1,1,2205,0,,,03nov2017,.28350979,0,9.4731798,1,0,0,0,0
39,457.05872,0,64,1,0,,,0,,1.2987013,0,0,-.87944013,1.6239737,2.9240716,1,0,0,11,42,-.57668519,0,1.6239737,,-1.3680476,0,,1,0,-1.0138983,2,140.18727,522,.58609635,1,2206.11,1,3,2206,0,,,27nov2017,-1.563548,0,0,1,0,1,0,1
53,1141.3433,0,50,1,0,,,0,,1.2987013,0,0,.83585572,5.683908,2.9240716,1,50,0,16,80,-.57668519,0,3.2479475,,1.1323246,0,,1,0,-.26492685,3,235.97691,522,-1.1693112,1,2206.16,1,0,2206,0,,,27nov2017,-.64001912,1,37.892719,1,0,1,0,1
41,2273.084,1,38,1,0,,,0,,1.2987013,0,0,.8108297,0,2.9240716,1,100,0,18,73,1.7684222,0,0,,-1.0108516,0,,1,0,-1.3694823,3,122.09034,522,.58609635,1,2206.18,1,4,2206,0,,,01dec2017,-.64001912,1,10.988889,1,0,1,0,1
47,1309.8983,0,44,1,0,,,0,,1.2987013,0,0,-.92837375,2.0299673,4.3861074,0,0,0,19,49,-.57668519,0,2.0299673,,-.65365559,0,,1,0,.44875929,1,100.05573,522,.58609635,0,2206.19,1,3,2206,0,,,28nov2017,.74527425,0,0,1,0,1,0,1
51,553.2486,0,48,1,0,,,0,,1.2987013,0,0,-.60781109,1.6239737,1.4620358,1,0,0,20,23,-.57668519,1,1.6239737,,.060736455,0,,1,0,.095318936,4,226.19199,522,.58609635,0,2206.20,1,7,2206,1,,,27nov2017,-.64001912,1,.25835946,1,0,1,0,1
52,1726.006,0,49,1,0,,,0,,1.2987013,0,0,-.15384902,2.841954,8.2848701,0,0,0,21,80,-.57668519,0,.81198686,,.060736455,0,,1,0,.37670293,2,62.628246,522,-.26507324,1,2206.21,1,5,2206,0,,,27nov2017,.74527425,0,0,1,0,1,0,1
50,1674.0999,1,47,1,0,,,1,,1.2987013,1,1,.036525752,7.2627711,4.3861074,0,0,2.5261812,22,80,-.43151027,0,0,,.060736455,0,29sep2014,1,0,.68318969,6,84.44664,522,.58609635,1,2206.22,1,3,2206,0,,,27nov2017,-.17825466,1,0,1,0,1,0,1
24,1006.1824,0,57,1,0,,,0,,1.2987013,0,0,-.9157328,2.0299673,2.4367263,1,0,0,23,47,-.57668519,0,2.0299673,,-1.0108516,0,,1,0,.017319245,1,64.022911,522,.58609635,0,2206.23,1,3,2206,0,,,27nov2017,.28350979,0,0,1,0,1,0,1
87,99.29171,0,,1,0,,,0,,1.2987013,0,0,-1.5740893,.40599343,.48734528,1,0,0,24,28,-.57668519,0,.40599343,,-1.0108516,0,,0,0,.017319245,0,85.827011,522,.58609635,0,2206.24,1,0,2206,0,,,28nov2017,.28350979,0,0,1,0,1,0,1
31,313.91232,0,28,1,0,,,0,,1.2987013,0,0,-1.4369285,8.5258617,4.8734527,1,0,0,28,12,-.57668519,0,2.4359605,,-1.0108516,0,,1,0,-1.4899477,1,268.39886,522,-.42794371,0,2206.28,1,2,2206,0,,,27nov2017,-1.563548,0,0,1,0,1,0,1
43,870.1637,0,51,1,0,,,0,,1.2987013,0,0,-.40611586,4.0599346,4.8734527,1,0,0,30,49,-.57668519,0,2.0299673,,-1.3680476,0,,1,0,-1.143913,4,77.13063,522,.58609635,1,2206.30,1,8,2206,0,,,27nov2017,-1.563548,1,0,1,0,1,0,1
35,296.25824,0,30,1,0,,,0,,1.2987013,0,0,-1.2644272,2.841954,3.8987622,1,0,0,31,50,-.57668519,0,.81198686,,-.29645956,0,,1,0,-2.5698147,2,41.555683,522,-2.2686129,1,2206.31,1,4,2206,0,,,27nov2017,-2.487077,0,0,1,0,1,0,1
58,1287.7565,1,55,1,0,,,1,,1.2987013,0,1,-.1202244,14.457876,7.3101788,1,33.333336,5.5260215,32,47,1.7684222,0,0,,.060736455,0,29sep2014,1,0,-3.1012685,2,219.42253,522,-3.1728508,0,2206.32,1,5,2206,0,,,27nov2017,-2.9488413,1,0,1,0,1,0,1
70,921.37695,1,67,1,0,,,0,,1.8181819,0,0,-.84887499,1.6239737,2.9240716,0,0,0,11,7,-.57668519,0,1.6239737,,-.29645956,0,,1,0,-.18458639,1,613.86206,760,.58609635,0,2207.11,1,0,2207,0,,,25nov2017,-.64001912,0,0,1,0,0,0,0
37,1098.6436,1,34,1,0,,,0,,1.8181819,1,0,-.51706666,4.0599346,7.7975245,1,0,0,12,77,-.57668519,0,4.0599346,,-.65365559,0,,1,0,-.20525563,2,95.915947,760,-.69306165,1,2207.12,1,4,2207,0,,,25nov2017,1.2070386,0,0,1,0,0,0,0
25,295.13629,0,,1,0,,,0,,1.8181819,0,0,.67198193,11.367816,2.4367263,1,100,0,13,63,-.57668519,0,2.0299673,,1.4895205,0,,1,0,-.73465598,1,247.37631,760,-2.2440271,0,2207.13,1,2,2207,1,,,30nov2017,-.64001912,0,16.73595,1,0,0,0,0
22,1734.5857,0,45,1,0,,,0,,1.8181819,0,0,-.78725928,4.0599346,4.3861074,1,50,0,15,33,-.57668519,0,4.0599346,,-1.0108516,0,,1,0,.41211802,2,68.254265,760,.58609635,1,2207.15,1,2,2207,0,,,25nov2017,1.2070386,0,7.1048851,1,0,0,0,0
21,860.36322,0,44,1,0,,,1,,1.8181819,0,1,-1.2023576,8.1198683,2.9240716,1,0,0,16,21,-.57668519,0,2.0299673,,-1.0108516,0,,1,0,-.8518849,3,86.269096,760,-.42794371,1,2207.16,1,3,2207,0,,,25nov2017,-.17825466,1,.55260217,1,0,0,0,0
51,791.36389,1,50,1,0,,,0,,1.8181819,0,0,-1.0539162,3.6539409,5.8481431,1,0,0,17,35,-.57668519,0,3.6539409,,1.4895205,0,,1,0,1.7293496,1,54.521797,760,.58609635,0,2207.17,1,4,2207,0,,,26nov2017,1.2070386,0,0,1,0,0,0,0
97,717.0188,0,89,1,0,,,0,,1.8181819,0,0,-1.3001698,2.841954,3.4114168,1,0,0,18,31,-.57668519,0,.81198686,,1.8467165,0,,0,0,1.1877333,0,36.566475,760,.58609635,0,2207.18,1,1,2207,0,,,25nov2017,-.17825466,0,0,1,0,0,0,0
55,1853.6433,0,52,1,0,,,0,,1.8181819,0,0,-.39260465,6.089901,4.3861074,0,50,0,19,22,-.57668519,0,0,,.060736455,0,,1,0,-.18376091,2,160.80724,760,-.69306165,1,2207.19,1,4,2207,1,,,25nov2017,.28350979,0,1.1052043,1,0,0,0,0
52,1503.0038,1,51,1,0,,,0,,1.8181819,0,0,1.4299755,2.0299673,4.3861074,0,100,0,20,80,-.57668519,1,2.0299673,,-1.0108516,0,,1,0,-.92130518,5,289.12146,760,.58609635,1,2207.20,1,1,2207,0,,,25nov2017,-1.1017835,0,12.630907,1,0,0,0,0
20,2338.3547,0,65,1,0,,,0,,1.8181819,0,0,-.28113589,20.299671,13.645667,0,25,0,21,57,1.7684222,1,8.1198692,,1.4895205,0,,1,0,1.2678242,5,102.33403,760,.58609635,1,2207.21,1,4,2207,1,,,25nov2017,.28350979,1,0,1,0,0,0,0
46,535.26447,1,50,1,0,,,0,,1.8181819,0,0,.9136169,14.683429,11.696286,1,75,0,22,80,-.57668519,1,0,,.060736455,0,,1,0,-.032929774,5,171.30667,760,-2.3089013,1,2207.22,1,2,2207,1,,,25nov2017,.28350979,1,60.78466,1,0,0,0,0
38,1954.585,0,26,1,0,,,0,,1.8181819,0,0,13.505955,48.719208,0,0,0,0,23,80,-.57668519,0,0,,.77512848,0,,1,1,.18496001,6,1265.6632,760,-1.1693112,1,2207.23,1,7,2207,0,,,25nov2017,.74527425,1,1173.7271,1,0,0,0,0
44,368.6564,1,41,1,0,,,0,,1.8181819,0,0,-.20596193,12.585797,6.3354888,1,50,0,24,53,-.57668519,0,2.0299673,,.77512848,0,,1,0,-1.9560741,2,136.38222,760,-2.6189473,1,2207.24,1,4,2207,0,,,26nov2017,-1.1017835,0,1.2630906,1,0,0,0,0
58,2738.095,0,55,1,0,,,0,,1.8181819,0,0,1.1448497,29.637518,19.981155,0,0,0,25,80,-.57668519,0,8.1198692,,.060736455,0,,1,0,.73338181,4,373.01831,760,.58609635,1,2207.25,1,1,2207,0,,,25nov2017,.74527425,1,6.6312261,1,0,0,0,0
35,1385.0022,1,32,1,0,,,0,,1.8181819,1,0,.15643598,0,16.082394,1,50,0,26,44,-.57668519,0,0,,.77512848,0,,1,0,2.2121966,3,215.87483,760,.58609635,1,2207.26,1,3,2207,0,,,26nov2017,.74527425,1,30.314177,1,0,0,0,0
45,1047.0012,0,43,1,0,,,0,,0,0,0,-.29462314,2.841954,4.3861074,1,50,0,11,42,-.57668519,0,2.0299673,,.060736455,0,,1,0,.24685363,2,151.31825,565,.58609635,1,2208.11,1,1,2208,0,,,23oct2017,-.17825466,0,1.420977,0,0,0,0,0
35,1216.5132,0,32,1,0,,,1,,0,0,1,-.32942736,9.7438421,3.4114168,1,0,2.841954,12,80,-.57668519,1,.81198686,,-.65365559,0,,1,1,-1.2794167,3,77.977806,565,-.92426896,1,2208.12,1,6,2208,0,,,23oct2017,.74527425,0,6.089901,0,0,0,0,0
74,2116.1443,0,71,1,0,,,0,,0,0,0,-.36587235,8.1198692,5.8481431,1,0,0,13,28,-.57668519,0,4.0599346,,-1.0108516,0,,0,0,-.31767416,1,138.15054,565,.58609635,1,2208.13,1,1,2208,0,,,24nov2017,-.17825466,0,31.574108,0,0,0,0,0
30,1075.7758,0,76,1,0,,,0,,0,0,0,-.38560244,0,6.3354888,1,0,0,14,70,-.43151027,0,0,,.41793248,0,,1,0,.4350296,1,252.41289,565,.58609635,0,2208.14,1,1,2208,0,,,23oct2017,-.17825466,0,0,0,0,0,0,0
69,1196.7803,0,82,1,0,,,0,,0,0,0,.44436607,.81198686,2.9240716,1,50,0,15,74,-.57668519,0,.81198686,,.060736455,0,,1,0,.0035895642,1,413.12537,565,.58609635,0,2208.15,1,0,2208,0,,,24nov2017,-.64001912,0,3.2208812,0,0,0,0,0
59,1370.3842,0,60,1,0,,,0,,0,0,0,-.20338929,3.6539409,6.8228335,1,100,0,16,25,1.7684222,0,3.6539409,,.060736455,0,,1,1,-.34756166,2,77.63797,565,-.69306165,1,2208.16,1,6,2208,0,,,23oct2017,.28350979,0,6.8417411,0,0,0,0,0
55,721.07764,0,52,1,0,,,0,,0,0,0,.26629239,4.0599346,7.3101788,1,75,0,17,80,-.57668519,0,4.0599346,,-1.0108516,0,,1,1,-2.4452102,2,82.606133,565,-1.7071017,1,2208.17,1,3,2208,0,,,23oct2017,-.64001912,0,10.826491,0,0,0,0,0
35,2357.4275,0,32,1,0,,,1,,0,1,1,1.3886077,44.523945,17.057085,1,100,1.894636,18,80,1.7684222,0,2.0299673,,.060736455,0,,1,0,.73338181,7,179.56413,565,.58609635,0,2208.18,1,7,2208,0,,,24nov2017,.74527425,1,9.295558,0,0,0,0,0
